Recipe_Name,Recipe_Ingredients,Cuisine
Tarte tatin,"2kg/4½lbs dessert apples, about 12, peeled 3 tbsp water 100g/3½oz caster sugar 60g/2½oz cold unsalted butter, diced 30g/1oz unsalted butter, melted, to add richness 300g/11oz all-butter puff pastry, rolled to a thickness of 3mm/⅛in, cut very slightly larger than the diameter of the tarte tin, pricked with a fork and frozen",north african
Tartiflette,"1kg/2lb 4oz Charlotte potatoes, peeled 250g/8oz bacon lardons 2 shallots 1 garlic clove 100ml/3½fl oz white wine  200ml/7fl oz double cream sea salt and freshly ground black pepper 1 whole Reblochon cheese (about 450g/1lb), sliced",north african
Eggs in pots (oeufs en cocotte),150g/5½oz crème fraîche salt and freshly ground black pepper pinch nutmeg  handful of chopped dill 4 free-range eggs red lumpfish roe small sprigs of dill,north african
Moussaka,"750g/1lb 10½oz lamb mince 1 onion, finely chopped 2 garlic cloves, crushed 1 tsp dried oregano 1½ tsp dried mint 1 bay leaf 1 cinnamon stick 1 tbsp plain flour 200ml/7fl oz red wine 400g tin chopped tomatoes 2 tbsp tomato purée 2 aubergines, cut into 0.5cm slices 1 tbsp fine sea salt, plus extra for seasoning 100ml/3½fl oz olive oil 500g/1lb 2oz Maris Piper potatoes, peeled and thinly sliced freshly ground black pepper 50g/2oz butter 50g/2oz plain flour 400ml/14fl oz milk 25g/1oz Parmesan, finely grated 1 tsp finely grated nutmeg 1 free-range egg, beaten",north african
Greek-style moussaka,"150-175ml/5-6fl oz olive oil 1 large onion, finely chopped 3 garlic cloves, crushed 900g/2lb lamb mince 50ml/2 fl oz white wine (a generous splash) 1 x 400g tin chopped tomatoes 1 x 5cm/2in piece cinnamon stick handful fresh oregano leaves, preferably wild Greek oregano, chopped 3 large aubergines salt and freshly ground black pepper 75g/3oz butter 75g/3oz plain flour 600ml/1 pint milk 50g/2oz parmesan cheese, finely grated 2 medium free-range eggs, beaten",north african
Souvlakia,"500g/1lb 2oz pork belly, skin removed 2 onions, cut into wedges 1 red pepper, seeds removed, cut into 2cm/1in squares 1 green pepper, seeds removed, cut into 2cm/1in squares 1 tbsp olive oil 100ml/3½fl oz red wine salt and pepper 2 tbsp dried oregano pitta breads salad chilli sauce",north african
Easy Greek salad,"50g/2oz black Kalamata olives  3 medium tomatoes, diced into 2cm/¾in cubes 1 cucumber peeled, diced into 2cm/¾in cubes  1 red pepper, de-seeded, diced  ½ red onion, sliced finely  100ml/3fl oz extra virgin olive oil  150g/5oz feta, diced  1 small, firm cos lettuce, chopped into rough cubes lengthways   1 generous sprig of oregano (or 2 tsp dried oregano)  50ml/3 tbsp red wine vinegar",north african
Greek salad,"½ small red onion, thinly sliced  2 large ripe tomatoes, roughly chopped ½ cucumber, deseeded and roughly chopped 100g/3½oz reduced fat feta cheese, drained and cut into cubes 50g/1¾oz black olives, pitted and drained (in brine not oil and preferably Kalamata olives) small handful fresh mint leaves ½ tsp dried oregano 2 tsp extra virgin olive oil 2 tsp fresh lemon juice sea salt and freshly ground black pepper 2 wholemeal pitta breads, warmed",north african
Old rag pie,"100g/3½oz soft unsalted butter 1 x 270g/9½oz packet frozen filo pastry, thawed 200-250g/7-9oz feta cheese 2 tsp grated Parmesan (or alternative vegetarian hard cheese) 2 tsp fresh thyme leaves or 1 tsp dried 2 large free-range eggs 150ml/5fl oz full-fat milk 1 tbsp sesame seeds 1 jar good-quality clear honey (such as Greek thyme honey or orange blossom honey)",north african
Spinach and feta pie (Spanakopita),"200g/7oz strong white flour  100-120ml/3½-4fl oz warm water 1 tbsp olive oil pinch salt cornflour, for dusting 70g/2½oz butter, melted 1 egg yolk, for glaze 900g/2lb spinach salt and freshly ground pepper freshly grated nutmeg, to taste 1 lemon, zest only 1 large free-range egg, beaten  200g/7oz feta 1 tbsp sesame seeds 1 tbsp crushed sea salt",north african
Greek apricots,"250ml/8¾fl oz cold water 50g/1¾oz caster sugar 1 cinnamon stick small pinch saffron strands 1 tbsp honey 12 apricots, halved 150g/5¼oz tub Greek yoghurt 50g/1¾oz pistachios, crushed",north african
Flaounes,"500g/1lb 2oz pecorino romano cheese (or a vegetarian alternative) 250g/9oz halloumi cheese 75g/2½oz plain flour 90g/3¼oz fine semolina  7g instant yeast 2 tsp dried mint 100g/3½oz sultanas 4 large free-range eggs  4 tbsp milk 1 tsp baking powder  750g/1lb 10oz strong plain flour, plus extra for flouring 1 tsp mastic powder (a plant resin used in baking, available from specialist stores online) 2 tsp ground mahlepi, also known as mahleb (a Greek spice made from the ground stone of the St Lucie cherry) 1 tsp caster sugar 1 tsp salt  7g instant yeast  60g/2¼oz unsalted butter, softened 450ml/16fl oz full-fat milk 200g/7oz sesame seeds  dash of white wine vinegar  3 free-range egg yolks, lightly beaten",north african
Red lentil and aubergine moussaka,"100g/3½oz red lentils 400g/14oz aubergines, sliced into thin rounds 50ml/2oz vegetable oil  salt and freshly ground black pepper 1 red onion, finely chopped  1 red pepper, finely chopped  1 garlic clove, finely chopped 50g/2oz tomato purée 400g/14oz canned chopped tomatoes, drained 1 cinnamon stick 2 tbsp chopped fresh parsley 125g/4½oz ricotta 125g/4½oz Greek-style yoghurt 3 free-range eggs freshly grated nutmeg salt and freshly ground black pepper 50g/2oz freshly grated pecorino or alternative vegetarian hard cheese",north african
Greek-style pasta salad,"85g/3oz pasta, such as penne or conchiglie ½ unwaxed lemon, finely grated zest and juice  ¼ red onion, finely chopped ½ tbsp olive oil, ideally extra virgin ¼ cucumber, peeled and cubed 100g/3½oz cherry tomatoes, quartered  15g/½oz fresh basil, roughly chopped 60g/2¼oz feta, crumbled (optional) handful pitted black olives (optional) sea salt and freshly ground black pepper",north african
Halloumi saganaki,"2-3 tbsp olive oil 225g/8oz block halloumi or kefalotiri cheese 1 small free-range egg, beaten 3 tbsp fine semolina 2 tbsp clear honey 1 tsp black sesame seeds 1 tsp dried oregano freshly ground black pepper",north african
Pork souvlaki with oregano,"400g/14oz pork shoulder, cut into 3cm/1¼in cubes 2 tbsp fresh lemon juice 2 tbsp olive oil 2 tsp dried oregano ½ tsp ground cumin ½ tsp cayenne pepper 1 tsp smoked paprika 1 small garlic clove, grated ½ tsp salt",north african
Stuffed vegetables,"1 green pepper 1 red pepper 1 yellow pepper 2 large tomatoes 2 small–medium aubergines 1 green courgette 1 yellow courgette 6 tbsp olive oil 1 large onion, finely chopped 2 garlic cloves, finely chopped 2½ tbsp tomato purée 400g/14oz long-grain rice, rinsed 250ml/9fl oz vegetable stock large handful flatleaf parsley large handful fresh mint 1 tsp dried oregano ⅛ tsp chilli flakes salt and freshly ground black pepper",north african
Feta and greens filo triangles,"olive oil spray 1 onion, finely chopped 4 garlic cloves, finely chopped 250g/9oz cavolo nero, trimmed of thick stems and roughly chopped 250g/9oz spinach, roughly chopped 250g/9oz chard, chopped (including stems) 250g/9oz reduced-fat feta cheese, crumbled 50g/1¾oz pine nuts, toasted bunch of dill (20g/¾oz), roughly chopped ½ nutmeg, freshly grated 1 unwaxed lemon, finely grated zest only 6 sheets of filo pastry, each 45cm x 25cm/17½ in x 9½ in salt and freshly ground black pepper sesame seeds, for sprinkling 50g/1¾oz caster sugar 50ml/2fl oz red wine vinegar 400g tin chopped tomatoes ½ tsp dried chilli flakes",north african
Galaktoboureko with orange syrup,"100g/3½oz unsalted butter, melted, plus extra for greasing 3 free-range eggs, separated 125g/4½oz golden caster sugar ½ tsp vanilla extract 90g/3¼oz semolina 1 litre/1¾ pint full-fat milk, warmed 7 sheets filo pastry 3 oranges 440g/15½oz caster sugar 2 tbsp lemon juice",north african
"Kozani chicken with prunes, saffron and paprika","8 chicken thighs, skin removed pinch of Kozani saffron (or Spanish saffron) 4 tbsp olive oil 3 red onions, thinly sliced 1½ tbsp sweet paprika 20 pitted prunes 1 tsp salt 6 turns black peppermill",north african
Meatballs in tomato sauce with cinnamon and cumin (Soutzoukakia),"500g/1lb 2oz beef mince 2 garlic cloves, finely chopped or grated 1 free-range egg, beaten ½ tsp ground cumin ½ tsp dried oregano 2 slices stale white bread (about 100g/3½oz), soaked in red wine, squeezed dry and torn into small pieces ½ tsp salt 12 turns black peppermill 3 tbsp olive oil 3 tbsp olive oil 1 onion, finely chopped 1 garlic clove, finely chopped 5cm/2in cinnamon stick 1 tsp ground cumin 1 tsp sugar 150ml/5fl oz red wine 1 tbsp tomato purée 500ml/18fl oz passata ½ tsp salt 12 turns black peppermill cooked rice 12 green olives",north african
Neck of lamb with lemon and thyme,"2 tbsp olive oil 1kg/2¼lb scrag end of neck of lamb, on the bone, or chops from the neck end, or both juice of 1½  lemons, plus a little thinly pared rind 6-8 sprigs of thyme a wine glass of water, or lamb stock salt and fresh ground black pepper white bread Greek-style tomato and onion salad",north african
"Cherry tomato, marinated feta and basil skewers","350g/12oz feta (enough to make 40 squares) 120ml/4fl oz extra virgin olive oil 1 unwaxed lemon, zest only 2 tsp freshly chopped oregano 1 tsp cracked black pepper 40 cherry tomatoes large bunch of basil 40 long skewers",north african
Mediterranean lamb chops,"4 lean lamb chops or cutlets 1 tbsp, fresh mint 1 tbsp, fresh rosemary 2 cloves garlic 2 tbsp olive oil 1 small aubergine, sliced 1 courgette, sliced 1 red or yellow pepper, cut in large chunks 50g/2oz feta cheese, crumbled 250g/9oz cherry tomatoes",north african
Mediterranean-style lamb chops,"2 tbsp chopped fresh mint  1 tsp finely chopped fresh rosemary  3 garlic cloves 2 tbsp olive oil 4 lean lamb chops or cutlets 1 aubergine, sliced 4 courgettes, sliced 2 red peppers, cut into large chunks 2 yellow peppers, cut into large chunks 85g/3oz feta cheese, crumbled 250g/9oz cherry tomatoes mixed leaf salad",north african
Souvlakia with tzatziki,"1 kilo boneless pork or lamb (eg. leg fillet or steaks) 1 tbsp coriander seeds 2 tsp rigani, or dried oregano 150ml/5fl oz extra virgin olive oil 4 tbsp red wine vinegar 1 onion, grated 2 bay leaves, roughly torn salt and freshly ground black pepper ½ cucumber, peeled and finely diced 1 tbsp white or red wine vinegar salt and freshly ground black pepper 150g/5oz thick Greek-style yoghurt 1 clove garlic, crushed 1 tbsp fresh mint, finely chopped",north african
"Spinach, feta and pine nut salad","450g/1lb baby spinach 450g/1lb feta cheese, cut into chunks or cubed 8 tsp pine nuts, lightly toasted 1 red onion, sliced finely sherry vinegar, to taste light and fruity olive oil, to drizzle",north african
Naan bread,"250g/9oz plain flour 2 tsp sugar ½ tsp salt ½ tsp baking powder 120ml/4fl oz milk 2 tbsp vegetable oil, plus extra for greasing nigella seeds, poppy seeds or sesame seeds, or chopped garlic and fresh coriander 1 tbsp butter, melted, to serve",north african
Kheer,"75g/2½oz basmati rice, washed 1 litre/1¾ pints whole milk 8 cardamom pods (or 1 tsp ground cardamom), lightly crushed 50g/1¾oz slivered almonds 75g/2½oz sultanas  2 tbsp caster sugar  handful pistachios, chopped, to decorate  gold leaf, to decorate (optional)",north african
Nimki,"275g/9¾oz plain flour, plus extra for dusting 1 tsp salt 3 tsp Sichuan peppercorns, crushed 125g/4½oz cold butter or ghee, diced vegetable oil, for deep-frying 80g/2¾oz pistachios, shelled and finely chopped, to decorate 2 oranges, juice only 125g/4½oz sugar",north african
Ghoogra,"225g/8oz fine semolina 7 tbsp melted unsalted butter 200ml/7¼fl oz water 120g/4¼oz  caster sugar 30g/1¼oz ground almonds 30g/1¼oz white poppy seeds 30g/1¼oz desiccated coconut ¼ tsp ground cardamom ¼ tsp nutmeg 600g/1lb and 5¼oz plain flour vegetable oil, for frying",north african
Black dal,"150g/5oz urid dal 50g/2oz mung beans 480ml/17fl oz water 3 tbsp olive oil 1 large onion, finely chopped 4 cloves garlic, finely chopped 2 green chillies, finely chopped ¼ tsp ground turmeric  ½ tsp ground cumin ½ cinnamon stick, broken into pieces 4 cloves salt and freshly ground black pepper  1 large tomato, chopped 1 tsp caster sugar squeeze lemon juice small handful fresh chopped coriander",north african
Chapatis,"450g/1 lb chapati flour or wholemeal plain flour 1 tsp salt 250ml/9 fl oz cold water butter for spreading, optional",north african
Tarka dal,"250g/9oz chana dal, rinsed until the water runs clear 3 tbsp vegetable oil  1 tbsp cumin seeds 1 small onion, chopped 3–4 whole green chillies, pricked with a knife 2cm/¾in piece fresh root ginger, peeled and cut into thin strips 3 garlic cloves, peeled and left whole 3 tomatoes ¾ tsp ground turmeric ¾ tsp garam masala 1½ tsp ground coriander handful fresh coriander leaves, chopped salt and freshly ground black pepper",north african
Lamb kebabs,juice of half lemon  450g/1lb lamb mince  1 tablespoon oil  55g/2oz fresh coriander leaves (washed and chopped)  4 cloves garlic (crushed)  4 green chillies (de-seeded and chopped)  ½ tsp coriander powder  1 tsp cumin powder  ½ tsp black peppercorns (crushed)  ½ tsp turmeric powder  ½ tsp garam masala  2 tsp grated ginger  1 tsp salt,north african
Lemon rice,"2½ tbsp vegetable oil ½ tsp mustard seeds pinch fenugreek seeds 1 tsp split chana dal 1 tsp urid dal 2-3 dried red chillies, left whole  1 rounded tsp chopped fresh ginger ¼ tsp ground turmeric 4 tbsp roasted peanuts 10 curry leaves, torn in half salt, to taste 3 tbsp lemon juice, or to taste 350g/12oz freshly cooked basmati rice",north african
Fish curry,"800g/1lb 12oz rohu steaks, gutted, scaled and cut into 2.5cm/1in-thick steaks across the bone. Alternatively use 800g/1lb 12oz monkfish, sinew removed and chopped into 2.5cm/1in pieces. ½ tsp salt, plus extra for seasoning 1 tsp turmeric 2 tbsp black mustard seeds 2–3 tbsp vegetable oil, for frying 2 medium onions, finely chopped 1 whole bulb garlic (about 8–10 cloves), peeled and pounded in a pestle and mortar ¼ tsp chilli powder 1 heaped tsp ground coriander 1 heaped tsp garam masala 1 heaped tsp paprika 450ml/16fl oz boiling water  handful of chopped coriander, plus extra leaves to garnish green chillies, finely chopped 240–360g/8½–12¼oz basmati rice, cooked according to packet instructions",north african
Quick fish curry,"3 tbsp sunflower oil  2 large onions, finely chopped 4 garlic cloves, crushed  4cm/1½in fresh root ginger, finely grated  1 tsp ground coriander  2 tsp garam masala  10 curry leaves  2–3 tbsp palm sugar (available from Asian grocers) or light brown sugar 400g tin coconut milk  3 limes, juice only 5 vine-ripened tomatoes, chopped and blended 700g/1lb 9oz skinless salmon fillet, cut into 2cm/¾in-wide finger-length pieces 3 tbsp grated creamed coconut, to garnish  handful fresh coriander, chopped, to garnish  freshly steamed basmati rice, to serve (optional)",north african
Goat curry,"6 whole cloves 2 black cardamom pods 4 green cardamom pods few black peppercorns 2 tbsp ghee 1 bay leaf 1 cinnamon stick 1 large onion, finely chopped 1 large red onion, finely chopped 3 small green chillies, finely sliced 4 garlic cloves, roughly chopped 5cm/2in piece fresh root ginger, peeled and roughly chopped 1.5kg/3lb 5oz goat meat (a mixture of boneless cuts and on-the-bone leg cuts), cut into bite-sized pieces 1 tbsp salt 1 tbsp turmeric 2–3 tsp mild chilli powder  2 tbsp garam masala 4 tomatoes, roughly chopped chopped fresh coriander, to serve",north african
Gulab jamun,"225g/8oz powdered milk 110g/4oz plain flour 1¼ tsp baking powder ½ tsp bicarbonate of soda 350ml/12fl oz milk 25g/1oz butter, melted vegetable oil, for deep frying 200g/7oz caster sugar 100ml/3½fl oz water few strands saffron 1 tbsp chopped pistachio nuts 1 tbsp flaked almonds, toasted in a pan",north african
Lamb curry with khooba roti ,"10–15 whole Kashmiri chillies 2 dry whole red chillies 3 tbsp ghee 3 tbsp sunflower oil 4 green cardamom 4 black cardamom 2.5cm/1in piece cinnamon stick 4 cloves 8 black peppercorns 3 onions, roughly chopped 1 tbsp ginger purée 1 tbsp garlic purée 1 kg/2lb 4oz boneless lamb shoulder, cut into 3cm/1¼in chunks 2 tbsp ground coriander 1 tbsp ground cumin 1 tsp fine sea salt, plus extra to season 2 tomatoes, roughly chopped ½ tsp caster sugar 100g/3½oz plain yoghurt fresh coriander, to serve 3 tbsp ghee 250g/9oz chapati flour, plus extra for dusting 2 tsp ajwain (carom seeds), nigella or cumin seeds 1 tsp fine sea salt 2 tsp dried fenugreek leaves (kasoori methi) ",north african
